epoch,step,test_MAE,test_RMSE,test_Total_Loss,train_MAE,train_RMSE,train_Total_Loss,val_MAE,val_RMSE,val_Total_Loss
0,2,,,,,,,2.190101146697998,2.401381015777588,5.766631126403809
0,2,,,,2.3586642742156982,2.4371960163116455,5.947118282318115,,,
1,5,,,,,,,2.101337432861328,2.307250499725342,5.3234052658081055
1,5,,,,2.272092580795288,2.3545360565185547,5.544158458709717,,,
2,8,,,,,,,1.959721326828003,2.1577818393707275,4.656022071838379
2,8,,,,2.1546900272369385,2.233647346496582,5.010322570800781,,,
3,11,,,,,,,1.7064182758331299,1.895743727684021,3.593844175338745
3,11,,,,1.959897756576538,2.0414512157440186,4.183963298797607,,,
4,14,,,,,,,1.2219980955123901,1.4330580234527588,2.0536553859710693
4,14,,,,1.5957660675048828,1.6847964525222778,2.8932077884674072,,,
5,17,,,,,,,0.7284351587295532,0.9760167002677917,0.952608585357666
5,17,,,,0.9147558808326721,1.0817975997924805,1.211387038230896,,,
6,20,,,,,,,0.7972034215927124,0.994543194770813,0.9891161918640137
6,20,,,,0.685804009437561,0.8360449075698853,0.8119926452636719,,,
7,23,,,,,,,0.6785112619400024,0.919187068939209,0.844904899597168
7,23,,,,0.6621118187904358,0.8434967398643494,0.7550107836723328,,,
8,26,,,,,,,0.7261322140693665,0.9723299741744995,0.9454256892204285
8,26,,,,0.47420191764831543,0.632762610912323,0.4558912515640259,,,
9,29,,,,,,,0.7318164706230164,0.963107705116272,0.9275763630867004
9,29,,,,0.5436834692955017,0.7203713655471802,0.5236833691596985,,,
10,32,,,,,,,0.6673315167427063,0.8878034353256226,0.7881950736045837
10,32,,,,0.5303956866264343,0.6896651983261108,0.49178484082221985,,,
11,35,,,,,,,0.6150248050689697,0.8120390772819519,0.6594074368476868
11,35,,,,0.45948895812034607,0.6150404810905457,0.3864082992076874,,,
12,38,,,,,,,0.6088773608207703,0.7788522839546204,0.606610894203186
12,38,,,,0.4271400570869446,0.5769670605659485,0.3354403078556061,,,
13,41,,,,,,,0.6020082235336304,0.7715187668800354,0.5952411890029907
13,41,,,,0.4433327317237854,0.5828911662101746,0.3523104786872864,,,
14,44,,,,,,,0.5924454927444458,0.769630491733551,0.592331051826477
14,44,,,,0.43930289149284363,0.5801234841346741,0.34164318442344666,,,
15,47,,,,,,,0.5881641507148743,0.782955527305603,0.6130193471908569
15,47,,,,0.4235323369503021,0.5532349348068237,0.3110872209072113,,,
16,50,,,,,,,0.5884599685668945,0.786812424659729,0.619073748588562
16,50,,,,0.40999507904052734,0.5340855121612549,0.2863124907016754,,,
17,53,,,,,,,0.5797113180160522,0.7789382338523865,0.6067447662353516
17,53,,,,0.4068567156791687,0.5240190625190735,0.2772093713283539,,,
18,56,,,,,,,0.5713520050048828,0.772345244884491,0.5965172052383423
18,56,,,,0.40014031529426575,0.5115793943405151,0.26596006751060486,,,
19,59,,,,,,,0.5619707703590393,0.7658824324607849,0.5865758657455444
19,59,,,,0.391944944858551,0.49773532152175903,0.25594058632850647,,,
20,62,,,,,,,0.5612446069717407,0.7680497765541077,0.5899004936218262
20,62,,,,0.3861285150051117,0.49881789088249207,0.25341397523880005,,,
21,65,,,,,,,0.5834611654281616,0.7954156994819641,0.6326861381530762
21,65,,,,0.3757795989513397,0.4856533706188202,0.23992551863193512,,,
22,68,,,,,,,0.6015065908432007,0.8111249804496765,0.6579238176345825
22,68,,,,0.40006276965141296,0.4981098771095276,0.2550356388092041,,,
23,71,,,,,,,0.573675811290741,0.7887614369392395,0.6221446394920349
23,71,,,,0.400167852640152,0.5068985819816589,0.25894132256507874,,,
24,74,,,,,,,0.5465227961540222,0.7624116539955139,0.5812715291976929
24,74,,,,0.371164470911026,0.46951985359191895,0.23020057380199432,,,
25,77,,,,,,,0.5338121652603149,0.7576503753662109,0.5740340948104858
25,77,,,,0.3506671190261841,0.47304442524909973,0.23174743354320526,,,
26,80,,,,,,,0.5414556264877319,0.7575589418411255,0.5738955140113831
26,80,,,,0.3500560522079468,0.4654819369316101,0.23249490559101105,,,
27,83,,,,,,,0.5465642213821411,0.7629240155220032,0.5820530652999878
27,83,,,,0.33603715896606445,0.45031166076660156,0.20896579325199127,,,
28,86,,,,,,,0.537272036075592,0.7550420761108398,0.5700885653495789
28,86,,,,0.33588793873786926,0.44062769412994385,0.20025154948234558,,,
29,89,,,,,,,0.5237630009651184,0.7475048303604126,0.5587634444236755
29,89,,,,0.32134106755256653,0.4374837875366211,0.19611756503582,,,
30,92,,,,,,,0.5275432467460632,0.751394510269165,0.5645936727523804
30,92,,,,0.3148966431617737,0.4194762408733368,0.19000089168548584,,,
31,95,,,,,,,0.5419880747795105,0.7627979516983032,0.5818607211112976
31,95,,,,0.307082861661911,0.4116911292076111,0.1762925386428833,,,
32,98,,,,,,,0.5401041507720947,0.762448251247406,0.5813273191452026
32,98,,,,0.31026604771614075,0.4049670696258545,0.1710396707057953,,,
33,101,,,,,,,0.5331966280937195,0.760265588760376,0.5780037641525269
33,101,,,,0.30603474378585815,0.4027462303638458,0.16459883749485016,,,
34,104,,,,,,,0.5222029685974121,0.7551493048667908,0.5702504515647888
34,104,,,,0.30500900745391846,0.3990249037742615,0.16078658401966095,,,
35,107,,,,,,,0.4911826252937317,0.7447330355644226,0.5546272993087769
35,107,,,,0.2983155846595764,0.3891450762748718,0.15617530047893524,,,
36,110,,,,,,,0.5379304885864258,0.7583484053611755,0.5750923156738281
36,110,,,,0.2892991602420807,0.3840296268463135,0.14811669290065765,,,
37,113,,,,,,,0.49739789962768555,0.7432343363761902,0.5523972511291504
37,113,,,,0.29636889696121216,0.39205577969551086,0.15426994860172272,,,
38,116,,,,,,,0.4475168287754059,0.7359594702720642,0.5416363477706909
38,116,,,,0.2794731557369232,0.36934351921081543,0.1379779875278473,,,
39,119,,,,,,,0.46595972776412964,0.7315524816513062,0.5351690053939819
39,119,,,,0.2927369773387909,0.3677973449230194,0.15114188194274902,,,
40,122,,,,,,,0.5024458169937134,0.7374948859214783,0.5438987016677856
40,122,,,,0.26710912585258484,0.35792845487594604,0.1329101026058197,,,
41,125,,,,,,,0.4920561909675598,0.7319844961166382,0.5358012914657593
41,125,,,,0.27122652530670166,0.3541839122772217,0.13507311046123505,,,
42,128,,,,,,,0.4299982190132141,0.7224488854408264,0.5219324231147766
42,128,,,,0.2549211084842682,0.34160253405570984,0.12749019265174866,,,
43,131,,,,,,,0.4434318542480469,0.7189244031906128,0.5168523192405701
43,131,,,,0.2648591101169586,0.37068986892700195,0.1416551172733307,,,
44,134,,,,,,,0.5034149289131165,0.7293689846992493,0.5319790840148926
44,134,,,,0.24086406826972961,0.3403562307357788,0.12036917358636856,,,
45,137,,,,,,,0.48087114095687866,0.7199255228042603,0.5182927846908569
45,137,,,,0.27432841062545776,0.36008596420288086,0.13166801631450653,,,
46,140,,,,,,,0.41298943758010864,0.7079507112503052,0.5011942386627197
46,140,,,,0.24472956359386444,0.33844420313835144,0.11781749874353409,,,
47,143,,,,,,,0.4668247103691101,0.7126997709274292,0.507940948009491
47,143,,,,0.23205286264419556,0.32869574427604675,0.11216862499713898,,,
48,146,,,,,,,0.47503823041915894,0.710753321647644,0.5051702857017517
48,146,,,,0.24392907321453094,0.33077725768089294,0.11059459298849106,,,
49,149,,,,,,,0.4137127995491028,0.6972347497940063,0.486136257648468
49,149,,,,0.23346766829490662,0.31163644790649414,0.10453647375106812,,,
50,152,,,,,,,0.4260771870613098,0.6935030221939087,0.48094645142555237
50,152,,,,0.22861388325691223,0.322001188993454,0.10477469116449356,,,
51,155,,,,,,,0.45003682374954224,0.6963487863540649,0.48490166664123535
51,155,,,,0.22290083765983582,0.30553334951400757,0.09508845955133438,,,
52,158,,,,,,,0.4305395185947418,0.6893699765205383,0.47523099184036255
52,158,,,,0.22713948786258698,0.30022722482681274,0.09521277993917465,,,
53,161,,,,,,,0.4392675459384918,0.6929248571395874,0.4801448881626129
53,161,,,,0.22056955099105835,0.28581976890563965,0.08781369775533676,,,
54,164,,,,,,,0.41761264204978943,0.6811400651931763,0.4639517664909363
54,164,,,,0.23645322024822235,0.310235857963562,0.09775948524475098,,,
55,167,,,,,,,0.40562692284584045,0.6701704263687134,0.4491283893585205
55,167,,,,0.2320757955312729,0.3011886179447174,0.09301751852035522,,,
56,170,,,,,,,0.39523470401763916,0.6586022973060608,0.4337569773197174
56,170,,,,0.21337135136127472,0.2868301570415497,0.08297445625066757,,,
57,173,,,,,,,0.3974720239639282,0.6564146280288696,0.4308801591396332
57,173,,,,0.21551354229450226,0.2821289002895355,0.08223036676645279,,,
58,176,,,,,,,0.39069128036499023,0.6500446200370789,0.4225579798221588
58,176,,,,0.21576374769210815,0.27769994735717773,0.07964304834604263,,,
59,179,,,,,,,0.37355953454971313,0.6405316591262817,0.4102807939052582
59,179,,,,0.2093210220336914,0.2750086486339569,0.07746566832065582,,,
60,182,,,,,,,0.364229291677475,0.6378703117370605,0.4068785607814789
60,182,,,,0.19491839408874512,0.2516569495201111,0.06640557199716568,,,
61,185,,,,,,,0.3694121241569519,0.6365469694137573,0.4051920771598816
61,185,,,,0.19579023122787476,0.24637390673160553,0.061484310775995255,,,
62,188,,,,,,,0.37950214743614197,0.6448909044265747,0.41588425636291504
62,188,,,,0.16912487149238586,0.22794829308986664,0.053803812712430954,,,
63,191,,,,,,,0.3814466893672943,0.6505618691444397,0.42323070764541626
63,191,,,,0.1739020198583603,0.22874940931797028,0.05288965255022049,,,
64,194,,,,,,,0.3942194879055023,0.6592687368392944,0.4346352517604828
64,194,,,,0.16886119544506073,0.22834330797195435,0.052271224558353424,,,
65,197,,,,,,,0.3924074172973633,0.6585835814476013,0.4337323307991028
65,197,,,,0.1663019210100174,0.22359523177146912,0.050021976232528687,,,
66,200,,,,,,,0.3797265589237213,0.6554985046386719,0.4296782910823822
66,200,,,,0.19123169779777527,0.2332281917333603,0.05522190406918526,,,
67,203,,,,,,,0.38989418745040894,0.6571847796440125,0.4318918287754059
67,203,,,,0.16757166385650635,0.2084912359714508,0.0458364337682724,,,
68,206,,,,,,,0.3800489902496338,0.653575599193573,0.4271610379219055
68,206,,,,0.17994968593120575,0.2286023050546646,0.05266489461064339,,,
69,209,,,,,,,0.38570114970207214,0.6529648303985596,0.426363080739975
69,209,,,,0.17443028092384338,0.21685810387134552,0.04706941172480583,,,
70,212,,,,,,,0.3905380666255951,0.6489418148994446,0.42112547159194946
70,212,,,,0.17033590376377106,0.2113219052553177,0.0451868511736393,,,
71,215,,,,,,,0.4027138650417328,0.6494523286819458,0.4217883050441742
71,215,,,,0.15317171812057495,0.19378049671649933,0.0378141812980175,,,
72,218,,,,,,,0.3998877704143524,0.6479626297950745,0.419855535030365
72,218,,,,0.1711154729127884,0.20741736888885498,0.04371756315231323,,,
73,221,,,,,,,0.38879281282424927,0.6474547386169434,0.41919761896133423
73,221,,,,0.15798000991344452,0.19584544003009796,0.038434043526649475,,,
74,224,,,,,,,0.3756374418735504,0.6311768889427185,0.3983842432498932
74,224,,,,0.15953105688095093,0.1991029530763626,0.040533825755119324,,,
75,227,,,,,,,0.3864026665687561,0.6282357573509216,0.3946802020072937
75,227,,,,0.14564448595046997,0.18513692915439606,0.03428589925169945,,,
76,230,,,,,,,0.3645539879798889,0.6208819150924683,0.38549432158470154
76,230,,,,0.1559322029352188,0.1944703459739685,0.037949156016111374,,,
77,233,,,,,,,0.365531861782074,0.6199228167533875,0.38430431485176086
77,233,,,,0.14650659263134003,0.1848839521408081,0.03547727316617966,,,
78,236,,,,,,,0.4072040021419525,0.615361750125885,0.3786700665950775
78,236,,,,0.1381925344467163,0.17409305274486542,0.031162237748503685,,,
79,239,,,,,,,0.37315791845321655,0.595906674861908,0.3551047444343567
79,239,,,,0.17201219499111176,0.20759372413158417,0.043473780155181885,,,
80,242,,,,,,,0.36058610677719116,0.5981873273849487,0.3578281104564667
80,242,,,,0.1366279274225235,0.17827565968036652,0.03220205381512642,,,
81,245,,,,,,,0.39501088857650757,0.5930548310279846,0.35171401500701904
81,245,,,,0.1333877146244049,0.17415980994701385,0.030818996950984,,,
82,248,,,,,,,0.3907659649848938,0.589727520942688,0.3477785587310791
82,248,,,,0.13721708953380585,0.1716461330652237,0.030606644228100777,,,
83,251,,,,,,,0.37922948598861694,0.5825605988502502,0.339376837015152
83,251,,,,0.116904616355896,0.1574753373861313,0.025393398478627205,,,
84,254,,,,,,,0.3805117607116699,0.5721420049667358,0.3273465037345886
84,254,,,,0.11586540937423706,0.15302476286888123,0.024169353768229485,,,
85,257,,,,,,,0.373779296875,0.5675849914550781,0.322152704000473
85,257,,,,0.11419478803873062,0.1501036137342453,0.022671518847346306,,,
86,260,,,,,,,0.37338879704475403,0.5686987042427063,0.32341820001602173
86,260,,,,0.11293026804924011,0.14432020485401154,0.02110382169485092,,,
87,263,,,,,,,0.38371509313583374,0.5684348344802856,0.3231181502342224
87,263,,,,0.11113575845956802,0.14624236524105072,0.021641401574015617,,,
88,266,,,,,,,0.3871171772480011,0.565427839756012,0.3197086453437805
88,266,,,,0.10447435081005096,0.14173543453216553,0.02023998461663723,,,
