epoch,step,test_MAE,test_RMSE,test_Total_Loss,train_MAE,train_RMSE,train_Total_Loss,val_MAE,val_RMSE,val_Total_Loss
0,0,,,,,,,2.2715723514556885,2.490738868713379,6.203780174255371
0,0,,,,2.401103973388672,2.480790615081787,6.154322624206543,,,
1,1,,,,,,,2.26785945892334,2.4866108894348145,6.183233261108398
1,1,,,,2.3960022926330566,2.4758591651916504,6.129878520965576,,,
2,2,,,,,,,2.2640929222106934,2.482431650161743,6.1624674797058105
2,2,,,,2.390834093093872,2.470864772796631,6.105172157287598,,,
3,3,,,,,,,2.2602720260620117,2.4781992435455322,6.1414713859558105
3,3,,,,2.3855955600738525,2.4658026695251465,6.0801825523376465,,,
4,4,,,,,,,2.2563929557800293,2.4739091396331787,6.1202263832092285
4,4,,,,2.3802807331085205,2.4606683254241943,6.0548882484436035,,,
5,5,,,,,,,2.2524523735046387,2.4695568084716797,6.098711013793945
5,5,,,,2.3748860359191895,2.4554567337036133,6.029268264770508,,,
6,6,,,,,,,2.248443603515625,2.4651358127593994,6.076894760131836
6,6,,,,2.369405746459961,2.4501636028289795,6.00330114364624,,,
7,7,,,,,,,2.244361162185669,2.460639715194702,6.054748058319092
7,7,,,,2.3638336658477783,2.444782257080078,5.976959705352783,,,
8,8,,,,,,,2.2401976585388184,2.456061363220215,6.032237529754639
8,8,,,,2.358163356781006,2.4393067359924316,5.9502177238464355,,,
9,9,,,,,,,2.2359464168548584,2.4513938426971436,6.009332180023193
9,9,,,,2.352388620376587,2.4337306022644043,5.923044204711914,,,
10,10,2.2165942192077637,2.348848342895508,5.517088890075684,,,,,,
