No,Simulated Composition,FileName,PASSED_SCREENING,data_type,A-site(atom+number),A-site(total_atom),A-site(atom),A-site(number),A'-site(atom+number),A'-site(atom),A'-site(number),A''-site(atom+number),Bandgap_by_DFT,Energy_Raw_eV_by_DFT,Energy_Corrected_eV_by_DFT,Energy_per_atom_eV,Magnetic_by_DFT,Energy_above_convex_hull_Anodic_Conditions_eV_atom,Energy_above_convex_hull_Cathodic_Conditions_eV_atom,Energy_above_convex_hull_CO2_Conditions_eV_atom,Bandgap_by_DFT_w_noise,Zscore_Transformed,Zscore_Transformed_noised,Log_Transformed,Log_Transformed_noised,YeoJohnson_Transformed,YeoJohnson_Transformed_noised,rint_norm,rint_norm_noised,Energy_above_convex_hull_Cathodic_Conditions_eV_atom_noised,Energy_above_convex_hull_CO2_Conditions_eV_atom_noised,Energy_above_convex_hull_Anodic_Conditions_eV_atom_noised,Bandgap_by_DFT_noised
757,Ba2_Ca6_Nb6_V2_O24,Ba2Ca6Nb6V2O24.vasp,NOT,train,Ba2,8.0,Ba,2.0,Ca6,Ca,6.0,,0.0,-318.620452,-338.508452,-8.4627113,-4.0,0.247323326,0.6864939,0.6864939,0.000443524,-0.799181167,-0.798988654,-4.605170186,-4.604854413,0.0,-6.65e-05,-2.095268397,-2.094520232,0.6865543344121263,0.6862946040344634,0.2472464127009589,1.64588791880726e-05
4155,Y8_V4_Ni4_O24,Y8V4Ni4O24.vasp,NOT,train,Y8,8.0,Y,8.0,,,0.0,,1.711,-314.308035,-347.760035,-8.694000875,12.0,0.357527712,0.361634705,0.361634705,1.710663527429979,0.670209792,0.6696428119715749,0.5429055172294024,0.542812329,0.6271734460004541,0.6272377662719646,0.7365309947769363,0.7371475455495067,0.3616266098909972,0.3612161432553286,0.3575672228491182,1.7107202580608476
4662,Sr8_Ce4_Ru4_O24,Sr8Ce4Ru4O24.vasp,NOT,train,Sr8,8.0,Sr,8.0,,,0.0,,0.001,-292.461017,-308.949017,-7.723725425,-4.1698,0.401929524,0.148542449,0.355556246,0.001762548,-0.798322376,-0.798101121,-4.509860006,-4.509415296,0.000998993,0.00099928,-2.07191421,-2.071896275,0.1485699792280834,0.355761507,0.4018950595213046,0.000878748
1972,La4_Ba4_Mn7_Ni1_O24,La4Ba4Mn7Ni1O24.vasp,NOT,train,La4,8.0,La,4.0,Ba4,Ba,4.0,,0.005,-289.326782,-320.031782,-8.00079455,25.0,0.652084216,0.487291119,0.588895906,0.005020904,-0.794887213,-0.795162421,-4.199705078,-4.199547542,0.004974937,0.004968533,-1.36102347,-1.360031899,0.4873129295677585,0.5892057534803051,0.6520837097822805,0.00521341
1978,La4_Ca4_Ni7_Co1_O24,La4Ca4Ni7Co1O24.vasp,NOT,train,La4,8.0,La,4.0,Ca4,Ca,4.0,,0.008,-242.382541,-278.295541,-6.957388525,7.0,1.489231997,0.504535127,0.650019136,0.007842306,-0.792310841,-0.793021508,-4.017383521,-4.016340758,0.007936031,0.007873563,-1.145071694,-1.145522119,0.5044906069577664,0.6494615993317214,1.4892250514860452,0.008070608
4450,Sr8_Fe2_Ce6_O24,Sr8Fe2Ce6O24.vasp,NOT,train,Sr8,8.0,Sr,8.0,,,0.0,,0.082,-291.414179,-312.414179,-7.810354475,8.0,0.3758106,0.231473444,0.587902945,0.082087309,-0.728760326,-0.72900598,-2.385966702,-2.386229611,0.075741076,0.075766699,-0.351692208,-0.351188506,0.2314424308028878,0.5879516511593779,0.3757161602880348,0.081903119
1749,Cd4_Pr4_Ni8_O24,Cd4Pr4Ni8O24.vasp,NOT,train,Cd4,8.0,Cd,4.0,Pr4,Pr,4.0,,0.004,-213.926927,-250.742927,-6.268573175,4.0,0.067451544,0.067451544,0.067451544,0.004258638,-0.795746004,-0.795778691,-4.268697949,-4.268926756,0.003983944,0.003908645,-1.474541116,-1.475355175,0.06743733,0.06675503,0.067459191,0.003892598
3008,Y4_Ba4_Mn2_Ce6_O24,Y4Ba4Mn2Ce6O24.vasp,NOT,train,Y4,8.0,Y,4.0,Ba4,Ba,4.0,,0.391,-322.240259,-342.064259,-8.551606475,6.0,0.551352307,0.639783121,0.741880821,0.3910904473101026,-0.463393987,-0.46384331,-0.913793852,-0.914230527,0.2804315396670394,0.2803524602969751,0.03918442,0.039783056,0.6398668317846018,0.7416015086049729,0.5512928313805917,0.3911230555837321
1667,Ba4_Pr4_Co8_O24,Ba4Pr4Co8O24.vasp,NOT,train,Ba4,8.0,Ba,4.0,Pr4,Pr,4.0,,0.062,-260.050548,-289.642548,-7.2410637,24.0,1.05122129,0.258667635,0.400749157,0.062885972,-0.745936141,-0.745840423,-2.63108916,-2.630823542,0.058354161,0.058342361,-0.426442767,-0.427709149,0.2587133175239587,0.4006979318296946,1.0512379384821429,0.06182166
1109,Zn2_La6_Zr8_O24,Zn2La6Zr8O24.vasp,NOT,train,Zn2,8.0,Zn,2.0,La6,La,6.0,,0.598,-342.766919,-359.254919,-8.981372975,0.0,0.076288856,0.076288856,0.963279902,0.5981042676329618,-0.285624303,-0.285586197,-0.497580397,-0.498355172,0.3729986283727559,0.3730115118263318,0.1711201664856296,0.1708762932793019,0.076312667,0.9631245793334782,0.076277812,0.5979793352457783
